accountid,customer,date_opened,interest_rate,last_transaction_date,transaction_amount
8837325811,69,11/18/2001,6.35,11/30/2013,4936.94
1113731748,66,3/10/2001,5.59,8/1/2013,5425.25
7458961632,189,4/28/2015,5.43,10/18/2000,8139.46
3427505709,28,10/30/2018,4.38,7/8/2017,2774.84
8593844229,5,11/19/2000,3.61,11/11/2019,5289.55
5870560094,186,8/13/2019,9.81,10/28/2020,2213.43
5297227773,72,6/16/2022,9.74,12/24/2013,2466.92
5310024069,11,2/27/2011,4.13,10/22/2000,6585.1
7983805166,18,1/4/2004,5.66,8/8/2002,9809.14
2088145227,161,11/4/2016,1.32,3/3/2012,269.54
2719054961,77,3/24/2013,3.91,5/20/2008,3626.26
4849172093,51,6/16/2013,7.2,1/26/2006,3634.96
8465579137,118,2/25/2004,9.18,2/25/2015,1219.57
4664713881,48,8/12/2004,4.1,10/1/2014,8691.2
8840151381,186,12/6/2017,3.39,10/18/2007,9788.31
8693849733,26,8/31/2002,3.28,11/7/2018,9745.51
8016831098,8,11/30/2015,9.22,3/10/2013,520.53
9386044901,129,5/12/2001,6.58,8/28/2000,5595.13
5351716394,165,5/21/2021,1.07,4/10/2003,7820.79
6457627658,143,7/14/2011,6.56,2/6/2004,7072.14
2948963816,65,8/19/2015,4.37,7/13/2001,4119.64
1768035215,52,4/3/2019,0.42,8/3/2002,7605.48
5669259338,56,6/6/2011,9.04,10/30/2020,334.65
8383128086,106,7/14/2022,3.96,3/16/2006,8045.94
4630947705,58,5/23/2007,8.36,4/7/2001,5729.2
4539430323,45,3/28/2013,6.48,2/25/2008,9393.14
4710030401,130,6/15/2020,8.39,12/30/2017,9033.44
9447915527,99,10/21/2021,9.8,10/23/2012,3624.36
1652174096,124,3/12/2020,0.84,6/18/2022,7358.81
6317841445,1,4/14/2009,0.98,9/20/2006,4034.02
5989514289,2,8/9/2008,6.84,11/3/2005,6618.01
4674325859,109,9/20/2003,6.18,5/4/2000,7055.95
6901204255,120,1/25/2004,1.83,2/16/2020,7943.86
4632418332,110,11/16/2009,1.28,3/29/2003,9730.15
3157553833,17,7/18/2020,9.26,6/17/2000,6491.68
1453604972,99,1/17/2005,7.69,6/1/2009,6682.87
3724705933,88,3/10/2009,0.17,3/29/2021,2183.31
3497660816,127,7/11/2014,9.12,5/8/2007,4333.73
1161470453,53,12/11/2016,6.58,1/28/2015,8618.75
4311181848,19,1/27/2021,8.07,4/9/2005,2276.9
1600380274,57,10/28/2013,8.77,10/26/2022,6924.58
3517203179,54,3/22/2010,5.78,8/14/2017,4263.58
9204857676,48,8/14/2004,5.61,3/30/2000,795.8
1187386934,74,8/31/2018,7,5/13/2011,6611.92
8390434508,11,4/30/2000,5.73,7/13/2022,178.25
9734590333,137,2/24/2002,1.84,7/24/2000,1227.48
3010937436,157,3/4/2004,4.83,6/6/2022,5657.02
5208149540,193,10/9/2006,9.82,6/24/2017,4655.06
9946368145,172,1/30/2017,8.82,7/28/2006,2060.09
7274021576,69,8/22/2016,2.35,8/4/2015,7649.05
6488002957,121,2/5/2022,3.63,10/8/2014,2673.99
5965860520,59,2/13/2017,8.9,11/17/2009,5721.07
1888884607,90,3/29/2009,5.27,3/19/2000,6944.5
4913097080,156,2/7/2009,6.2,3/28/2021,5003.87
6840344708,123,3/30/2016,0.44,5/22/2005,3409.53
6499456722,8,6/8/2014,8.54,6/14/2021,4321.37
3671787760,29,3/5/2016,5.64,2/21/2003,582.17
2198267514,200,5/20/2000,5.4,10/13/2010,886.96
4642936546,52,11/16/2021,1.89,7/23/2022,1348
8093541912,184,2/25/2002,7.13,4/9/2018,9814.02
2433222426,7,3/28/2013,8.49,7/7/2015,9285.75
7431601741,87,10/26/2014,8.32,8/4/2000,1716.77
3301994806,183,12/29/2008,2.96,2/5/2009,530.12
4119594631,166,6/13/2008,7.98,9/28/2015,2094.39
1358746518,190,7/11/2022,2.91,6/22/2005,4003.45
2089064824,26,4/11/2016,9.48,9/21/2006,2703.35
7870759527,117,6/22/2021,3.1,4/15/2021,6479.68
